0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              1              1              1              tm             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              3              3              3              tp             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              tp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              3              3              3              tp             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              12             12             4              tp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              3              3              3              tm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              tp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              16             16             4              tp             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              3              3              3              tp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              8              4              8              tm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              12             12             4              tp             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              3              3              3              tm             
0              0              0              0              0              0              21             21             5              tp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              3              3              3              tp             
0              0              0              0              0              0              4              4              4              tp             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              4              4              4              tm             
0              0              0              0              0              0              1              1              1              vp             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vm             
0              0              0              0              0              0              1              1              1              vm             
-6             0              0              0              -22            0              576721         576713         12             tm             
-6             0              0              0              -22            0              1              1              1              tp             
